('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder')	1920.6574061509937
('FOLDER_VIEWED-CanComeFolder', 'MAIL_MOVED-item101.CanComeFolder')	1414.3165443472699
('FOLDER_VIEWED-CanComeFolder', 'MAIL_MOVED-item104.CanComeFolder')	1367.2376274775615
('MAIL_VIEWED-item102', 'MAIL_DRAG-item102')	1151.934692247984
('MAIL_MOVED-item104.CanComeFolder', 'MAIL_VIEWED-item105')	528.8972363188393
('MAIL_VIEWED-item104', 'MAIL_DRAG-item104')	473.7513215487058
('MAIL_DRAG-item104', 'FOLDER_VIEWED-CanComeFolder')	462.63898944008616
('MAIL_VIEWED-item105', 'NEXT_INQUIRY-REQUEST')	374.3775292494355
('MAIL_MOVED-item101.CanComeFolder', 'MAIL_VIEWED-item102')	349.0786163629475
('MAIL_MOVED-item102.CannotComeFolder', 'MAIL_VIEWED-item103')	319.1954343722938
